ResponseID,StartDate,EndDate,Finished,totalduration,laybeliefs1,laybeliefs2,rtlaybeliefs1,laybeliefs3,laybeliefs4,rtlaybeliefs2,laybeliefs5,laybeliefs6,rtlaybeliefs3,laybeliefs7,laybeliefs8,rtlaybeliefs4,personalitylay1,personalitylay2,personalitylay3,policy1,rtpolicy1,policy2,rtpolicy2,policy3,rtpolicy3,policy4,rtpolicy4,openended,reader,reader1,reader2,english,gender,genderspecify,age,politicalavg,political1,political2,political3,white,black,latin,native,eastasia,southeast,southasia,middleeast,otherrace,racespecify,workstatus,edu,class,country,countryspecify,citizen,citizenspecify,born,bornspecify,HITsubmitted,HITsubmittedyes,demomerge,persavg,incavg,inccen,layavg,laycen,laycenXinccen,dvavg,gibberish,supportavg,entavg,entcen,entcenXlaycen,eplus1sd,eminus1sd,eplus1sdXlaycen,eminus1sdXlaycen,lay_beliefs,mindset_about_personality,layavgXentavg
R_bq2Au4U22HrGqLD,1/12/2021 20:59:57,1/12/2021 21:07:04,1,426,3,2,10.051,2,2,9.525,2,2,12.116,2,2,50.16,3,2,2,2,32.549,3,19.127,2,26.243,2,20.499,Should someone be judged by the way they look and should computer apps used to be judged someone's character and basic personality.,1,none,none,1,1, ,56,4.333333492,5,5,3,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2.333333254,4.666666985,0.947712719,2.125,-0.64338237,-0.609741628,2.25,0,2.25,2.333333254,-0.947712481,0.609741509,0.389510989,-2.284935951,-0.25060451,1.470087528,2.125,2.333333254,4.958333015
R_2zu3z0y2kHLlixK,1/12/2021 20:58:17,1/12/2021 21:02:20,1,243,3,3,12.37,3,3,6.448,3,3,8.318,3,3,4.98,3,4,3,2,28.024,2,12.596,1,25.29,2,19.616,"That different organizations want to use face recognition to make decisions about the person's character, financial ability, IQ and more.",1,none,none,1,1, ,26,3,3,3,3,1, , , , , , , , , ,3,4,3,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,3,0.231617644,-0.01211071,1.75,0,1.75,3.333333254,0.052287508,0.012110709,1.389510989,-1.284935951,0.32183525,-0.297613829,3,3.333333254,10
R_2WGuQC9uQfn5ups,1/12/2021 21:20:29,1/12/2021 21:25:21,1,291,5,3,17.831,3,3,9.949,1,2,11.669,2,2,8.634,5,6,6,1,37.568,1,17.63,1,23.911,1,14.358,The main point is if we believe that you can 'know' a person's tendencies based on how they look.,1,none,none,1,1, ,70,6,6,6,6,1, , , , , , , , , ,3,3,3,1, ,1, ,1, ,1,matched (3),matched (3),5.666666508,1.333333492,-2.385620832,2.625,-0.143382356,0.342055947,1,0,1,5.666666508,2.385620832,-0.342055947,3.722844362,1.048397422,-0.533790171,-0.150321692,2.625,5.666666508,14.875
R_4Ml9X4VBz10O5wd,1/12/2021 20:56:29,1/12/2021 20:58:53,1,143,2,2,5.312,2,2,4.343,1,2,6.945,2,1,5.315,2,2,1,1,14.893,1,6.658,1,10.733,1,5.149,The questions were about how much information can be revealed from facial appearance and if markets should be able to use facial recognition in their business.,1,none,none,1,2, ,30,1,1,1,1,1, , , , , , , , , ,3,5,2,1, ,1, ,1, ,1,matched (3),matched (3),1.666666627,5.333333492,1.614379287,1.75,-1.018382311,-1.644055367,1,0,1,1.666666627,-1.614379168,1.644055128,-0.277155697,-2.951602697,0.282250464,3.00586009,1.75,1.666666627,2.916666508
R_6gvft7hwrVW04h3,1/12/2021 21:25:07,1/12/2021 21:29:17,1,249,3,2,10.304,3,3,6.704,1,2,9.808,3,3,12.11,4,3,3,1,26.994,1,10.132,1,12.074,1,7.138,"the main points addressed different institutions (police, military, banking and educational) using solely a person's face via facial recognition technology to assess their character, credit worthiness, integrity and educational levels",1,none,none,1,1, ,47,5,7,4,4,1, , , , , , , , , ,7,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,2.5,-0.268382341,0.014033045,1,0,1,3.333333254,0.052287508,-0.014033044,1.389510989,-1.284935951,-0.372920215,0.344854116,2.5,3.333333254,8.333333015
R_3EL9NYmGt0hEFQg,1/12/2021 18:28:42,1/12/2021 18:32:29,1,226,5,4,10.241,5,4,7.001,1,4,10.5,4,4,6.988,3,4,4,1,18.432,1,10.38,1,14.801,1,6.04,"Various agencies are considering using facial recognition technology to assess a person's IQ, bravery, Credit worthiness etc.",1,none,none,1,1, ,49,7,7,7,7,1, , , , , , , , , ,3,4,2,1, ,1, ,1, ,1,matched (3),matched (3),3.666666746,3.333333254,-0.385621011,3.875,1.106617689,-0.426735044,1,0,1,3.666666746,0.385621011,0.426735044,1.722844481,-0.951602459,1.906530142,-1.053060055,3.875,3.666666746,14.20833397
R_1DNopqMXgzHvSjP,1/12/2021 20:02:01,1/12/2021 20:07:12,1,310,4,4,13.523,4,4,7.222,3,4,9.648,4,4,10.884,2,2,2,1,26.825,1,11.902,1,14.732,1,16.287,Different organizations have developed facial recognition technologies to tell a persons personality and are using it to make important decisions about people. They say they can tell many things about a person just based on their faces.,1,none,none,1,2, ,64,5,5,5,5,1, , , , , , , , , ,7,3,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,3.875,1.106617689,1.417627931,1,0,1,2,-1.281045794,-1.417627931,0.056177665,-2.618269205,0.062167197,-2.897423029,3.875,2,7.75
R_31ousDoz6GpmTZq,1/12/2021 21:14:51,1/12/2021 21:25:19,1,628,3,3,35.25,3,3,8.753,3,3,8.712,3,3,6.161,4,4,4,1,38.862,1,19.832,1,25.589,1,10.135,"In the future, there will be protocols of discrimination based solely on facial characteristics. These will be used by government and business alike.",1,none,none,1,2, ,54,7,7,7,7,1, , , , , , , , , ,8,3,2,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3,0.231617644,-0.166522488,1,0,1,4,0.718954265,0.166522488,2.056177616,-0.618269205,0.476247013,-0.143202052,3,4,12
R_1hKW9F5EOO91sAX,1/12/2021 18:45:00,1/12/2021 18:51:30,1,389,5,5,18.623,5,5,6.046,3,5,20.974,5,4,12.184,6,6,6,1,40.736,1,12.104,1,9.283,1,10.895,Various agencies were contemplating using a facial recognition app to determine a persons character.,1,none,none,1,2, ,56,5.333333492,6,6,4,1, , , , , , , , , ,3,4,2,1, ,1, ,1, ,1,matched (3),matched (3),6,1,-2.718954325,4.625,1.856617689,-5.04805851,1,0,1,6,2.718954325,5.04805851,4.056177616,1.381730914,7.530771255,2.565346003,4.625,6,27.75
R_2xPOgnpTVQN6ddR,1/12/2021 20:59:37,1/12/2021 21:03:57,1,259,5,5,6.989,4,6,10.402,2,3,28.335,3,2,12.369,5,2,4,6,42.961,6,6.818,5,28.497,6,16.477,The startup companies are risky.,1,none,none,1,2, ,36,1.666666627,2,2,1, ,1, , , , , , , , ,3,3,1,1, ,1, ,1, ,1,matched (3),matched (3),3.666666746,3.333333254,-0.385621011,3.75,0.98161763,-0.37853238,5.75,1,5.75,3.666666746,0.385621011,0.37853238,1.722844481,-0.951602459,1.691174507,-0.934109747,3.75,3.666666746,13.75
R_21F0zyeyX3vl6bj,1/12/2021 19:46:21,1/12/2021 19:49:08,1,166,2,1,8.332,1,1,5.596,2,1,8.286,1,1,4.982,5,5,5,1,14.423,2,8.869,1,11.59,1,5.126,"Someone's physical appearance can tell us what sort of person they are, and various agencies are looking at using technology to judge people based purely on their appearance.",1,none,none,1,2, ,45,3,3,3,3,1, , , , , , , , , ,3,2,1,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,1.25,-1.518382311,2.610029697,1.25,0,1.25,5,1.718954206,-2.610029697,3.056177616,0.381730735,-4.640446186,-0.579613209,1.25,5,6.25
R_1eWcWCPmBvrcZVb,1/12/2021 21:23:02,1/12/2021 21:29:09,1,367,2,1,23.491,1,1,9.787,1,2,17.37,1,1,10.456,1,1,1,1,41.787,1,20.1,1,36.687,1,18.701,"Using facial recognition to determine a persons character, financial situation and to determine IQ of students",1,none,none,1,1, ,49,6.333333492,6,6,7,1, , , , , , , , , ,4,4,3,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1.25,-1.518382311,-3.463499308,1,0,1,1,-2.281045675,3.463499308,-0.943822205,-3.618269205,1.433082938,5.493916035,1.25,1,1.25
R_1hMFDpsPIt340ZX,1/12/2021 20:24:27,1/12/2021 20:28:27,1,239,4,4,6.771,4,4,4.223,1,3,13.897,4,4,5.217,2,2,2,1,21.823,1,8.059,1,11.803,1,8.924,Whether or not a person's appearance is a good indicator of their character.,1,none,none,1,1, ,42,6.333333492,6,7,6,1, , , , , , , , , ,6,3,1,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,3.5,0.73161763,0.937235713,1,0,1,2,-1.281045794,-0.937235713,0.056177665,-2.618269205,0.041100569,-1.915571928,3.5,2,7
R_2zJhWol6sVMiTVg,1/12/2021 20:19:26,1/12/2021 20:24:58,1,331,1,1,16.533,1,1,8.309,1,1,19.199,1,1,9.875,4,4,4,1,49.731,1,16.564,1,28.617,1,10.464,Main point of the statements was about using facial recognition to determine a person's character.,1,none,none,1,1, ,69,6.666666508,6,7,7, , , ,1, , , , , , ,7,2,3,1, ,1, ,1, ,0,master only (1),matched (3),4,3,-0.718954265,1,-1.768382311,1.271386027,1,0,1,4,0.718954265,-1.271386027,2.056177616,-0.618269205,-3.63610816,1.093336344,1,4,4
R_3h5CE7Pk26YH40R,1/12/2021 20:53:58,1/12/2021 20:59:19,1,321,5,5,12.333,4,5,7.485,4,5,19.654,5,4,8.84,6,6,6,1,26.264,1,14.001,1,26.079,1,7.901,"The use of software for facial profiling in various events such as crime, finance, military enrollment.",1,none,none,1,1, ,49,2.666666746,3,3,2,1, , , , , , , , , ,6,3,2,1, ,1, ,1, ,1,matched (3),matched (3),6,1,-2.718954325,4.625,1.856617689,-5.04805851,1,0,1,6,2.718954325,5.04805851,4.056177616,1.381730914,7.530771255,2.565346003,4.625,6,27.75
R_25YrJTAqszLRVuz,1/12/2021 17:49:26,1/12/2021 17:57:35,1,489,5,4,37.86,4,4,28.601,2,4,67.589,3,3,32.439,3,4,3,2,60.772,6,18.969,1,38.984,6,13.938,if a person outward appearance reflects their personality,1,none,none,1,2, ,26,4.666666508,5,5,4, ,1, , , , , , , , ,4,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,3.625,0.85661763,-0.044790406,3.75,0,3.75,3.333333254,0.052287508,0.044790402,1.389510989,-1.284935951,1.190279603,-1.100698829,3.625,3.333333254,12.08333302
R_3esHZMt4maySKfN,1/12/2021 17:13:43,1/12/2021 17:18:33,1,289,2,2,5.341,2,2,4.249,3,2,6.214,2,2,5.162,3,3,3,1,19.085,1,6.418,1,6.81,1,5.223,"The statements were about various industries or institutions using facial recognition technology to screen people's likelihoods toward crime, trouble, credit worthiness, and/or IQ",1,none,none,1,2, ,60,1,1,1,1,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.125,-0.64338237,-0.180819869,1,0,1,3,-0.281045735,0.180819869,1.056177735,-1.618269205,-0.67952615,1.041165829,2.125,3,6.375
R_1hySwtscABkML0K,1/12/2021 20:12:55,1/12/2021 20:16:19,1,204,4,4,13.981,4,4,8.041,1,6,8.734,4,4,16.852,4,4,4,1,35.411,1,15.553,1,21.143,1,9.563,That a person's appearance can determine who they are on the inside.,1,none,none,1,1, ,56,1.666666627,2,2,1,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3.875,1.106617689,-0.795607507,1,0,1,4,0.718954265,0.795607507,2.056177616,-0.618269205,2.275402546,-0.684187651,3.875,4,15.5
R_30wLWrIEk0Hxij4,1/12/2021 17:17:02,1/12/2021 17:33:12,1,970,4,4,6.586,4,5,39.343,3,5,10.015,6,5,7.221,5,3,4,2,34.713,2,6.607,3,74.43,1,4.937,I wouldn't really want facial recognition everywhere.  Much less a system that law enforcement uses to distinguish whether we are prone to violent acts just by opinion of face at first sight.  Every one is different.  Just because a person looks mean or upset doesn't mean they are.,1,none,none,1,2, ,40,4.333333492,5,4,4,1, , , , , , , , , ,3,6,1,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,4.5,1.731617689,-1.244953871,2,0,2,4,0.718954265,1.244953871,2.056177616,-0.618269205,3.560513496,-1.070605874,4.5,4,18
R_1oCrkLukP4cjQsi,1/12/2021 17:17:45,1/12/2021 17:27:12,1,567,3,3,16.94,2,2,10.867,2,3,35.642,3,2,12.063,4,3,4,1,28.943,1,300.057,1,17.696,1,8.982,"They were about how different industries, like school, the military etc. were using facial profiling. Knowing a bit about the technology, I didn't really believe these stories to be real and I highly opposed all of them.",1,none,none,1,2, ,37,1.666666627,2,2,1,1, , , , , , , , , ,6,6,3,1, ,1, ,1, ,1,matched (3),matched (3),3.666666746,3.333333254,-0.385621011,2.5,-0.268382341,0.103493869,1,0,1,3.666666746,0.385621011,-0.103493869,1.722844481,-0.951602459,-0.462381035,0.255393296,2.5,3.666666746,9.166666985
R_3DuRIQ14V4R2BLb,1/12/2021 21:22:45,1/12/2021 21:25:06,1,140,3,3,10.404,3,3,4.257,2,3,6.539,3,3,4.296,3,3,3,2,23.325,2,6.027,2,5.058,2,4.76,feelings about photo recognition,1,none,none,1,1, ,28,4,4,4,4,1, , , , , , , , , ,3,4,2,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.875,0.106617644,0.029964434,2,0,2,3,-0.281045735,-0.029964434,1.056177735,-1.618269205,0.112607181,-0.172536045,2.875,3,8.625
R_2TFaxVQ5gbIRHsA,1/12/2021 20:29:27,1/12/2021 20:32:24,1,176,1,2,6.936,2,2,5.187,1,2,7.248,3,2,8.783,2,1,2,1,24.871,1,9.961,1,14.544,1,6.172,People's behaviors can be determined by how they look and institutions want to implement software to judge looks to infer character.,1,none,none,1,2, ,34,5,5,5,5,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),1.666666627,5.333333492,1.614379287,1.875,-0.89338237,-1.442258,1,0,1,1.666666627,-1.614379168,1.442257881,-0.277155697,-2.951602697,0.247606009,2.636909723,1.875,1.666666627,3.125
R_1KrIXrUTUA2RXgN,1/12/2021 20:42:12,1/12/2021 20:45:58,1,225,2,2,6.586,3,2,4.925,1,2,8.988,2,1,10.686,2,3,2,1,28.161,1,7.772,1,10.601,1,5.598,"There is facial recognition software that can determine things about a person such as whether or not they are courageous, have good character, and can be trusted not to commit crimes. I had to say whether I agree. I also had to say if you can tell the kind of person someone is based on how they look.",1,none,none,1,1, ,52,7,7,7,7,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2.333333254,4.666666985,0.947712719,1.875,-0.89338237,-0.846669853,1,0,1,2.333333254,-0.947712481,0.846669614,0.389510989,-2.284935951,-0.347982258,2.041321516,1.875,2.333333254,4.375
R_2a9MEUcsBr9NwM2,1/12/2021 20:33:46,1/12/2021 20:36:15,1,148,3,3,8.457,3,3,4.6,1,3,7.06,3,3,4.791,2,2,2,1,17.969,1,5.862,1,5.75,1,4.944,The statements referred to a technology that would predict behavior based on what someone looks like. This is like finding someone guilty before a crime is even committed without any evidence at all.,1,none,none,1,2, ,42,3,3,3,3,1, , , , , , , , , ,3,6,4,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,2.75,-0.018382354,-0.023548637,1,0,1,2,-1.281045794,0.023548637,0.056177665,-2.618269205,-0.001032678,0.04812995,2.75,2,5.5
R_Rk16lkWkQNk2813,1/12/2021 17:29:58,1/12/2021 17:34:33,1,275,3,3,10.687,2,2,7.336,3,3,12.453,3,2,8.845,4,5,5,1,28.88,1,15.987,1,24.536,1,9.448,"Using facial recognition technologies to assess whether individuals are more likely to commit crimes, are trustworthy with bank loans, deserve first approval for military services, determines the potential IQ of students, etc. I was asked whether I support or don't support the implementation of such devices.",1,none,none,1,1, ,22,2,2,2,2,1, , , , , , , , , ,2,3,2,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,2.625,-0.143382356,0.198673561,1,0,1,4.666666508,1.385620713,-0.198673561,2.722844124,0.048397254,-0.390407801,-0.006939312,2.625,4.666666508,12.25
R_3rHc7STt6moedzc,1/12/2021 20:58:28,1/12/2021 21:11:49,1,800,1,1,5.139,1,1,3.653,1,1,6.82,1,1,4.106,4,4,4,1,306.791,1,4.729,1,5.82,1,4.752,"ALLOWING FACIAL RECOGNITION SOFTWARE, IN law enforcement, banks etc",1,none,none,1,1, ,32,1,1,1,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,1,-1.768382311,1.271386027,1,0,1,4,0.718954265,-1.271386027,2.056177616,-0.618269205,-3.63610816,1.093336344,1,4,4
R_tYxuN6lzvyBrAyJ,1/12/2021 20:53:18,1/12/2021 20:58:05,1,287,2,2,12.391,2,2,4.124,2,2,12.807,2,2,7.222,2,2,2,1,31.258,1,17.8,1,30.195,1,13.052,"Facial profiling software was discussed and using it to track students into different programs, tell whether someone was going to commit a crime, reveal if someone is trustworthy which would affect the amount of credit a bank gave them and possible their premiums etc.   / I do not believe one can tell all this information just by looking at someone.",1,none,none,1,1, ,40,4.333333492,4,4,5,1, , , , , , , , , ,3,3,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,2,-0.76838237,-0.984332979,1,0,1,2,-1.281045794,0.984332979,0.056177665,-2.618269205,-0.043165926,2.011831999,2,2,4
R_1Hoz2Ok3Orr0tnr,1/12/2021 18:30:49,1/12/2021 18:35:11,1,261,4,3,12.332,4,4,8.646,3,4,13.853,3,3,10.985,5,5,4,1,41.405,1,6.951,1,17.563,1,5.457,It asked if I support the use of facial recognition to distinguish people who may be more prone to a certain characteristic in certain settings,1,None,None,1,1, ,24,2.666666746,3,3,2, , , , ,1, , , , , ,1,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,3.5,0.73161763,-1.013744593,1,0,1,4.666666508,1.385620713,1.013744593,2.722844124,0.048397254,1.992080808,0.035408285,3.5,4.666666508,16.33333206
R_3EWFJEFbsmYNmkQ,1/12/2021 20:38:48,1/12/2021 20:43:18,1,269,2,2,19.912,2,2,5.384,1,1,13.722,2,1,6.537,5,5,5,4,16.078,3,18.503,1,20.973,1,6.406,Facial profiling technologies are being developed and businesses and orgs all want to apply to use it to save them time and money.,0,5,8,1,1, ,39,3,3,3,3,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,1.625,-1.143382311,1.965421796,2.25,0,2.25,5,1.718954206,-1.965421796,3.056177616,0.381730735,-3.49437952,-0.436464161,1.625,5,8.125
R_1Krq12VA5fWyMVE,1/12/2021 21:17:11,1/12/2021 21:23:15,1,364,2,2,12.91,2,1,7.431,3,2,8.437,2,1,7.244,1,1,1,1,37.783,1,12.524,1,17.593,1,10.051,"That there is facial profiling software that can help determine a number of factors about people. I was asked whether I support the use of this software for things like police, banks, schools, etc.",1,none,none,1,1, ,32,2,2,2,2,1, , , , , , , , , ,3,5,2,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1.875,-0.89338237,-2.037846088,1,0,1,1,-2.281045675,2.037846088,-0.943822205,-3.618269205,0.843194127,3.232497931,1.875,1,1.875
R_271ENrH67JmyJqu,1/12/2021 20:55:29,1/12/2021 20:58:23,1,173,2,1,11.13,1,1,7.549,1,6,8.459,5,5,6.625,1,1,1,1,13.918,1,5.947,1,7.258,1,9.114,"I do not think that people's face allows you to tell if they are a criminal, unworthy of credit, or just bad people, or bad in military - there's nothing to suggest that.",1,none,none,1,1, ,65,7,7,7,7,1, , , , , , , , , ,6,7,3,1, ,1, ,0,Japan,1,matched (3),matched (3),1,6,2.281045675,2.75,-0.018382354,-0.041930988,1,0,1,1,-2.281045675,0.041930988,-0.943822205,-3.618269205,0.017349673,0.066512302,2.75,1,2.75
R_3IRehYqaFYxchuy,1/12/2021 18:29:36,1/12/2021 18:35:04,1,328,5,4,15.116,5,4,9.845,3,4,11.424,3,4,9.073,5,5,4,4,24.666,4,11.551,6,12.8,6,12.832,my view on human's character generally.,0,3,5,1,2, ,35,2,2,2,2, ,1, , , , , , , , , ,5,1,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,4,1.231617689,-1.706555009,5,0,5,4.666666508,1.385620713,1.706555009,2.722844124,0.048397254,3.353502989,0.059606913,4,4.666666508,18.66666603
R_3kvuEHe2aO5ZeK6,1/12/2021 19:30:03,1/12/2021 19:37:19,1,435,6,6,17.88,6,6,10.954,5,6,30.041,6,5,14.429,2,2,2,3,45.33,1,29.183,1,39.111,3,31.154,"Schools would use facial recognize to track students to see if they are average, above average and so on.",1,none,none,1,1, ,46,4,4,4,4, ,1, , , , , , , , ,3,3,4,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,5.75,2.981617689,3.8195889,2,0,2,2,-1.281045794,-3.8195889,0.056177665,-2.618269205,0.167500317,-7.806677818,5.75,2,11.5
R_1rkzvPcoOvaDPbo,1/12/2021 17:15:28,1/12/2021 17:18:55,1,207,1,1,14.329,1,1,10.301,1,1,19.73,1,1,6.45,1,1,1,1,25.382,1,10.536,1,17.158,1,10.297,The software can make instant judgments about people by analyzing their face.,1,none,none,1,2, ,27,1,1,1,1,1, , , , , , , , , ,3,3,1,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1,-1.768382311,-4.033761024,1,0,1,1,-2.281045675,4.033761024,-0.943822205,-3.618269205,1.669038534,6.398483276,1,1,1
R_ZkJFDNqU4ZGJVAZ,1/12/2021 21:45:03,1/12/2021 21:50:03,1,299,3,3,17.483,3,3,8.491,2,3,15.091,2,2,10.115,4,4,4,1,36.256,1,13.456,1,21.989,1,9.429,People's facial looks are not everything. People that are pure evil can look good or pass a face detection scan and carry on being evil.,1,none,none,1,2, ,38,4,4,4,4,1, , , , , , , , , ,3,2,1,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,2.625,-0.143382356,0.103085354,1,0,1,4,0.718954265,-0.103085354,2.056177616,-0.618269205,-0.294819593,0.088648893,2.625,4,10.5
R_2QoA15EfhGFudv2,1/12/2021 20:13:41,1/12/2021 20:17:41,1,239,4,1,13.546,1,3,11.098,1,6,12.205,1,1,12.375,2,1,3,2,34.111,1,21.596,4,24.093,1,10.807,Lots of companies are using facial recognition to get some of their work done.,1,None,None,1,2, ,24,2,2,2,2, ,1, , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,2.25,-0.51838237,-0.66407156,2,0,2,2,-1.281045794,0.66407156,0.056177665,-2.618269205,-0.029121511,1.357264638,2.25,2,4.5
R_1F3BVJZ01R0YpOJ,1/12/2021 18:49:54,1/12/2021 18:52:59,1,184,5,5,7.86,5,5,4.869,5,5,3.975,5,5,5.019,5,5,5,5,12.197,5,8.403,5,6.285,1,6.919,Facial expression and how a person's face look can determine his/her ability and personality,1,none,none,1,1, ,40,2,2,2,2, , , , ,1, , , , , ,3,6,2,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,5,2.231617689,-3.836048603,4,0,4,5,1.718954206,3.836048603,3.056177616,0.381730735,6.820219994,0.851877034,5,5,25
R_z1BzxCItzeta1e9,1/12/2021 19:44:43,1/12/2021 19:46:24,1,101,5,5,6.581,5,5,3.883,5,5,3.885,5,5,4.042,5,5,5,6,12.423,6,5.316,6,4.631,6,4.848,support or unsupport facial profiling, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,master only (1),5,2,-1.718954206,5,2.231617689,-3.836048603,6,0,6,5,1.718954206,3.836048603,3.056177616,0.381730735,6.820219994,0.851877034,5,5,25
R_3dH28IjEZyb9obI,1/12/2021 21:28:56,1/12/2021 21:30:28,1,92,2,2,6.983,1,2,5.627,3,3,5.059,2,1,3.822,4,3,3,1,11,2,5.074,1,5.112,1,4.706,The main point was relating to inferring someone's character based on their appearance.,1,none,none,1,1, ,31,2.666666746,2,3,3,1, , , , , , , , , ,3,5,4,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,2,-0.76838237,0.040176801,1.25,0,1.25,3.333333254,0.052287508,-0.040176798,1.389510989,-1.284935951,-1.06767571,0.987322152,2,3.333333254,6.666666508
R_25RVwtoTwFqmzVK,1/12/2021 19:29:48,1/12/2021 19:38:47,1,538,6,5,12.557,5,6,7.46,5,6,14.686,4,5,9.733,6,6,6,1,66.442,1,18.533,1,23.355,1,13.021,"it was about the adoption of facial recognition by the police, military, cooperate world aswell as schools to profile individuals.",1,none,none,1,1, ,37,5.333333492,6,6,4,1, , , , , , , , , ,3,5,1,1, ,1, ,1, ,1,matched (3),matched (3),6,1,-2.718954325,5.25,2.481617689,-6.747405052,1,0,1,6,2.718954325,6.747405052,4.056177616,1.381730914,10.06588173,3.428927898,5.25,6,31.5
R_3CEfqg7SoS3eW9S,1/12/2021 19:14:57,1/12/2021 19:17:02,1,125,4,4,6.412,3,4,5.304,2,3,7.154,3,2,7.135,3,3,3,1,15.44,1,6.827,1,10.812,1,6.488,Facial recognition can be used to determine a person's character. Should it be used by different organizations.,1,none,none,1,1, ,31,3.666666746,4,4,3,1, , , , , , , , , ,3,7,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,3.125,0.356617659,0.100225873,1,0,1,3,-0.281045735,-0.100225873,1.056177735,-1.618269205,0.376651645,-0.577103376,3.125,3,9.375
R_1ibnGt9FJXZUANz,1/12/2021 20:35:45,1/12/2021 20:38:16,1,151,2,1,13.751,3,1,5.349,1,2,7.987,1,2,6.943,5,3,3,1,24.655,1,9.008,1,10.667,1,4.776,A person's character can be determined by their appearance,1,none,none,1,1, ,50,7,7,7,7,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),3.666666746,3.333333254,-0.385621011,1.625,-1.143382311,0.440912247,1,0,1,3.666666746,0.385621011,-0.440912247,1.722844481,-0.951602459,-1.969869852,1.088045478,1.625,3.666666746,5.958333492
R_UR644d80voPD4zL,1/12/2021 21:43:49,1/12/2021 21:50:06,1,376,6,6,55.897,6,6,47.388,6,6,6.715,6,5,4.28,6,6,5,6,5.463,7,6.127,7,8.779,7,5.576,very good survey,1,none,none,1,1, ,39,3,1,7,1, , , ,1, , , , , , ,5,6,4,1, ,1, ,1, ,1,matched (3),matched (3),5.666666508,1.333333492,-2.385620832,5.875,3.106617689,-7.411211967,6.75,1,6.75,5.666666508,2.385620832,7.411211967,3.722844362,1.048397422,11.56545448,3.256969929,5.875,5.666666508,33.29166412
R_2cq5oCijpwHoLSm,1/12/2021 20:59:41,1/12/2021 21:08:49,1,548,4,3,26.98,3,3,21.973,2,1,22.55,3,2,16.23,3,3,3,1,97.829,1,39.399,1,90.397,1,10.708,Using new facial profiling software,1,none,none,1,2, ,53,5.666666508,7,5,5,1, , , , , , , , , ,3,2,1,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.625,-0.143382356,-0.040296998,1,0,1,3,-0.281045735,0.040296998,1.056177735,-1.618269205,-0.151437253,0.232031256,2.625,3,7.875
